Time [s], Analyzer Name, Decoded Protocol Result
1.982491187500000,Async Serial,0xB8
1.982493437500000,Async Serial,0x59
1.982495687500000,Async Serial,0x52
1.982497875000000,Async Serial,0x40
1.982500125000000,Async Serial,0x7E
1.982502312500000,Async Serial,0x8F
1.982504562500000,Async Serial,0x47
1.982506750000000,Async Serial,0x40
1.982509000000000,Async Serial,0xC0
1.982657812500000,Async Serial,0x32
1.982660062500000,Async Serial,0x2C
1.982662312500000,Async Serial,0x52
1.982664500000000,Async Serial,0x40
1.982666750000000,Async Serial,0x76
1.982668937500000,Async Serial,0x6E
1.982671187500000,Async Serial,0x47
1.982673375000000,Async Serial,0x40
1.982675625000000,Async Serial,0xC0
1.982824500000000,Async Serial,0xBE
1.982826750000000,Async Serial,0x88
1.982828937500000,Async Serial,0x53
1.982831187500000,Async Serial,0x40
1.982833375000000,Async Serial,0x76
1.982835625000000,Async Serial,0x84
1.982837875000000,Async Serial,0x47
1.982840062500000,Async Serial,0x40
1.982842312500000,Async Serial,0xC0
1.982991187500000,Async Serial,0x03
1.982993437500000,Async Serial,0x99
1.982995625000000,Async Serial,0x53
1.982997875000000,Async Serial,0x40
1.983000062500000,Async Serial,0x76
1.983002312500000,Async Serial,0xB0
1.983004500000000,Async Serial,0x47
1.983006750000000,Async Serial,0x40
1.983009000000000,Async Serial,0xC0
1.983157937500000,Async Serial,0x52
1.983160125000000,Async Serial,0xD2
1.983162375000000,Async Serial,0x53
1.983164562500000,Async Serial,0x40
1.983166812500000,Async Serial,0x76
1.983169062500000,Async Serial,0xA5
1.983171250000000,Async Serial,0x47
1.983173500000000,Async Serial,0x40
1.983175687500000,Async Serial,0xC0
1.983324500000000,Async Serial,0x0F
1.983326750000000,Async Serial,0x4E
1.983328937500000,Async Serial,0x56
1.983331187500000,Async Serial,0x40
1.983333437500000,Async Serial,0x6E
1.983335625000000,Async Serial,0xC6
1.983337875000000,Async Serial,0x47
1.983340062500000,Async Serial,0x40
1.983342312500000,Async Serial,0xC0
1.983491250000000,Async Serial,0x65
1.983493500000000,Async Serial,0x7B
1.983495750000000,Async Serial,0x55
1.983497937500000,Async Serial,0x40
1.983500187500000,Async Serial,0x6E
1.983502375000000,Async Serial,0xF2
1.983504625000000,Async Serial,0x47
1.983506812500000,Async Serial,0x40
1.983509062500000,Async Serial,0xC0
1.983657875000000,Async Serial,0xCA
1.983660125000000,Async Serial,0xA5
1.983662375000000,Async Serial,0x56
1.983664562500000,Async Serial,0x40
1.983666812500000,Async Serial,0x66
1.983669000000000,Async Serial,0x1E
1.983671250000000,Async Serial,0x48
1.983673437500000,Async Serial,0x40
1.983675687500000,Async Serial,0xC0
1.983824562500000,Async Serial,0x81
1.983826812500000,Async Serial,0x6B
1.983829000000000,Async Serial,0x57
1.983831250000000,Async Serial,0x40
1.983833437500000,Async Serial,0x66
1.983835687500000,Async Serial,0x29
1.983837937500000,Async Serial,0x48
1.983840125000000,Async Serial,0x40
1.983842375000000,Async Serial,0xC0
1.983991250000000,Async Serial,0x12
1.983993500000000,Async Serial,0x50
1.983995687500000,Async Serial,0x58
1.983997937500000,Async Serial,0x40
1.984000125000000,Async Serial,0x66
1.984002375000000,Async Serial,0x34
1.984004562500000,Async Serial,0x48
1.984006812500000,Async Serial,0x40
1.984009000000000,Async Serial,0xC0
1.984158000000000,Async Serial,0xBF
1.984160187500000,Async Serial,0x6F
1.984162437500000,Async Serial,0x57
1.984164625000000,Async Serial,0x40
1.984166875000000,Async Serial,0x5E
1.984169125000000,Async Serial,0x60
1.984171312500000,Async Serial,0x48
1.984173562500000,Async Serial,0x40
1.984175750000000,Async Serial,0xC0
1.984324562500000,Async Serial,0x96
1.984326812500000,Async Serial,0xDF
1.984329000000000,Async Serial,0x58
1.984331250000000,Async Serial,0x40
1.984333437500000,Async Serial,0x56
1.984335687500000,Async Serial,0xC3
1.984337937500000,Async Serial,0x48
1.984340125000000,Async Serial,0x40
1.984342375000000,Async Serial,0xC0
1.984491312500000,Async Serial,0xF2
1.984493562500000,Async Serial,0x96
1.984495812500000,Async Serial,0x58
1.984498000000000,Async Serial,0x40
1.984500250000000,Async Serial,0x4E
1.984502437500000,Async Serial,0x05
1.984504687500000,Async Serial,0x49
1.984506875000000,Async Serial,0x40
1.984509125000000,Async Serial,0xC0
1.984657937500000,Async Serial,0x69
1.984660187500000,Async Serial,0x7B
1.984662375000000,Async Serial,0x5A
1.984664625000000,Async Serial,0x40
1.984666875000000,Async Serial,0x46
1.984669062500000,Async Serial,0x5D
1.984671312500000,Async Serial,0x49
1.984673500000000,Async Serial,0x40
1.984675750000000,Async Serial,0xC0
1.984824625000000,Async Serial,0xE5
1.984826875000000,Async Serial,0xB4
1.984829062500000,Async Serial,0x59
1.984831312500000,Async Serial,0x40
1.984833500000000,Async Serial,0x3E
1.984835750000000,Async Serial,0x89
1.984838000000000,Async Serial,0x49
1.984840187500000,Async Serial,0x40
1.984842437500000,Async Serial,0xC0
1.984991312500000,Async Serial,0x78
1.984993562500000,Async Serial,0x0D
1.984995750000000,Async Serial,0x5B
1.984998000000000,Async Serial,0x40
1.985000187500000,Async Serial,0x3E
1.985002437500000,Async Serial,0xB5
1.985004625000000,Async Serial,0x49
1.985006875000000,Async Serial,0x40
1.985009062500000,Async Serial,0xC0
1.985158187500000,Async Serial,0x2D
1.985160437500000,Async Serial,0x4B
1.985162625000000,Async Serial,0x5B
1.985164875000000,Async Serial,0x40
1.985167125000000,Async Serial,0x3E
1.985169312500000,Async Serial,0xF7
1.985171562500000,Async Serial,0x49
1.985173750000000,Async Serial,0x40
1.985176000000000,Async Serial,0xC0
1.985324812500000,Async Serial,0x11
1.985327062500000,Async Serial,0x4B
1.985329250000000,Async Serial,0x5C
1.985331500000000,Async Serial,0x40
1.985333750000000,Async Serial,0x2E
1.985335937500000,Async Serial,0x2E
1.985338187500000,Async Serial,0x4A
1.985340375000000,Async Serial,0x40
1.985342625000000,Async Serial,0xC0
1.985491562500000,Async Serial,0x29
1.985493750000000,Async Serial,0x7D
1.985496000000000,Async Serial,0x5D
1.985498187500000,Async Serial,0x40
1.985500437500000,Async Serial,0x2E
1.985502625000000,Async Serial,0x65
1.985504875000000,Async Serial,0x4A
1.985507062500000,Async Serial,0x40
1.985509312500000,Async Serial,0xC0
1.985658312500000,Async Serial,0x8A
1.985660500000000,Async Serial,0x1B
1.985662750000000,Async Serial,0x5D
1.985664937500000,Async Serial,0x40
1.985667187500000,Async Serial,0x26
1.985669437500000,Async Serial,0xC8
1.985671625000000,Async Serial,0x4A
1.985673875000000,Async Serial,0x40
1.985676062500000,Async Serial,0xC0
1.985824875000000,Async Serial,0xC9
1.985827125000000,Async Serial,0x7D
1.985829312500000,Async Serial,0x5E
1.985831562500000,Async Serial,0x40
1.985833750000000,Async Serial,0x1E
1.985836000000000,Async Serial,0x15
1.985838250000000,Async Serial,0x4B
1.985840437500000,Async Serial,0x40
1.985842687500000,Async Serial,0xC0
1.985991625000000,Async Serial,0x3A
1.985993875000000,Async Serial,0x56
1.985996125000000,Async Serial,0x5E
1.985998312500000,Async Serial,0x40
1.986000562500000,Async Serial,0x16
1.986002750000000,Async Serial,0x6D
1.986005000000000,Async Serial,0x4B
1.986007187500000,Async Serial,0x40
1.986009437500000,Async Serial,0xC0
1.986158250000000,Async Serial,0x0A
1.986160500000000,Async Serial,0x56
1.986162687500000,Async Serial,0x5F
1.986164937500000,Async Serial,0x40
1.986167187500000,Async Serial,0x0E
1.986169375000000,Async Serial,0x8E
1.986171625000000,Async Serial,0x4B
1.986173812500000,Async Serial,0x40
1.986176062500000,Async Serial,0xC0
1.986324875000000,Async Serial,0x9D
1.986327125000000,Async Serial,0x50
1.986329312500000,Async Serial,0x60
1.986331562500000,Async Serial,0x40
1.986333812500000,Async Serial,0x0E
1.986336000000000,Async Serial,0xBA
1.986338250000000,Async Serial,0x4B
1.986340437500000,Async Serial,0x40
1.986342687500000,Async Serial,0xC0
1.986491625000000,Async Serial,0xC5
1.986493812500000,Async Serial,0xC1
1.986496062500000,Async Serial,0x60
1.986498250000000,Async Serial,0x40
1.986500500000000,Async Serial,0xFE
1.986502687500000,Async Serial,0xFB
1.986504937500000,Async Serial,0x4B
1.986507125000000,Async Serial,0x40
1.986509375000000,Async Serial,0xC0
1.986658375000000,Async Serial,0x7B
1.986660562500000,Async Serial,0xDE
1.986662812500000,Async Serial,0x61
1.986665000000000,Async Serial,0x40
1.986667250000000,Async Serial,0xFE
1.986669500000000,Async Serial,0x3D
1.986671687500000,Async Serial,0x4C
1.986673937500000,Async Serial,0x40
1.986676125000000,Async Serial,0xC0
1.986824937500000,Async Serial,0x1D
1.986827187500000,Async Serial,0x7C
1.986829375000000,Async Serial,0x62
1.986831625000000,Async Serial,0x40
1.986833812500000,Async Serial,0xF6
1.986836062500000,Async Serial,0x74
1.986838312500000,Async Serial,0x4C
1.986840500000000,Async Serial,0x40
1.986842750000000,Async Serial,0xC0
1.986991687500000,Async Serial,0x56
1.986993937500000,Async Serial,0x64
1.986996125000000,Async Serial,0x63
1.986998375000000,Async Serial,0x40
1.987000625000000,Async Serial,0xEE
1.987002812500000,Async Serial,0xCC
1.987005062500000,Async Serial,0x4C
1.987007250000000,Async Serial,0x40
1.987009500000000,Async Serial,0xC0
1.987158312500000,Async Serial,0x05
1.987160562500000,Async Serial,0xDE
1.987162750000000,Async Serial,0x63
1.987165000000000,Async Serial,0x40
1.987167250000000,Async Serial,0xE6
1.987169437500000,Async Serial,0x0E
1.987171687500000,Async Serial,0x4D
1.987173875000000,Async Serial,0x40
1.987176125000000,Async Serial,0xC0
1.987324937500000,Async Serial,0xAA
1.987327187500000,Async Serial,0x44
1.987329375000000,Async Serial,0x64
1.987331625000000,Async Serial,0x40
1.987333812500000,Async Serial,0xDE
1.987336062500000,Async Serial,0x87
1.987338312500000,Async Serial,0x4D
1.987340500000000,Async Serial,0x40
1.987342750000000,Async Serial,0xC0
1.987491687500000,Async Serial,0x56
1.987493875000000,Async Serial,0x91
1.987496125000000,Async Serial,0x65
1.987498312500000,Async Serial,0x40
1.987500562500000,Async Serial,0xCE
1.987502750000000,Async Serial,0xBE
1.987505000000000,Async Serial,0x4D
1.987507187500000,Async Serial,0x40
1.987509437500000,Async Serial,0xC0
1.987658437500000,Async Serial,0xAE
1.987660625000000,Async Serial,0x01
1.987662875000000,Async Serial,0x66
1.987665062500000,Async Serial,0x40
1.987667312500000,Async Serial,0xCE
1.987669500000000,Async Serial,0x21
1.987671750000000,Async Serial,0x4E
1.987674000000000,Async Serial,0x40
1.987676187500000,Async Serial,0xC0
1.987825000000000,Async Serial,0x2F
1.987827250000000,Async Serial,0x55
1.987829437500000,Async Serial,0x66
1.987831687500000,Async Serial,0x40
1.987833875000000,Async Serial,0xC6
1.987836125000000,Async Serial,0x58
1.987838375000000,Async Serial,0x4E
1.987840562500000,Async Serial,0x40
1.987842812500000,Async Serial,0xC0
1.987991750000000,Async Serial,0x3F
1.987994000000000,Async Serial,0x54
1.987996187500000,Async Serial,0x67
1.987998437500000,Async Serial,0x40
1.988000687500000,Async Serial,0xBE
1.988002875000000,Async Serial,0xB0
1.988005125000000,Async Serial,0x4E
1.988007312500000,Async Serial,0x40
1.988009562500000,Async Serial,0xC0
1.988158375000000,Async Serial,0x44
1.988160625000000,Async Serial,0x88
1.988162812500000,Async Serial,0x67
1.988165062500000,Async Serial,0x40
1.988167250000000,Async Serial,0xAE
1.988169500000000,Async Serial,0x1E
1.988171750000000,Async Serial,0x4F
1.988173937500000,Async Serial,0x40
1.988176187500000,Async Serial,0xC0
1.988325000000000,Async Serial,0x1B
1.988327250000000,Async Serial,0x0C
1.988329437500000,Async Serial,0x69
1.988331687500000,Async Serial,0x40
1.988333875000000,Async Serial,0xA6
1.988336125000000,Async Serial,0x76
1.988338375000000,Async Serial,0x4F
1.988340562500000,Async Serial,0x40
1.988342812500000,Async Serial,0xC0
1.988491687500000,Async Serial,0x02
1.988493937500000,Async Serial,0x6D
1.988496187500000,Async Serial,0x69
1.988498375000000,Async Serial,0x40
1.988500625000000,Async Serial,0x96
1.988502812500000,Async Serial,0x1B
1.988505062500000,Async Serial,0x50
1.988507250000000,Async Serial,0x40
1.988509500000000,Async Serial,0xC0
1.988658500000000,Async Serial,0x67
1.988660687500000,Async Serial,0x19
1.988662937500000,Async Serial,0x6A
1.988665125000000,Async Serial,0x40
1.988667375000000,Async Serial,0x96
1.988669562500000,Async Serial,0x47
1.988671812500000,Async Serial,0x50
1.988674062500000,Async Serial,0x40
1.988676250000000,Async Serial,0xC0
1.988825062500000,Async Serial,0x37
1.988827312500000,Async Serial,0x63
1.988829500000000,Async Serial,0x6A
1.988831750000000,Async Serial,0x40
1.988833937500000,Async Serial,0x86
1.988836187500000,Async Serial,0xB5
1.988838375000000,Async Serial,0x50
1.988840625000000,Async Serial,0x40
1.988842875000000,Async Serial,0xC0
1.988991812500000,Async Serial,0x63
1.988994062500000,Async Serial,0xBC
1.988996250000000,Async Serial,0x6B
1.988998500000000,Async Serial,0x40
1.989000750000000,Async Serial,0x76
1.989002937500000,Async Serial,0x2E
1.989005187500000,Async Serial,0x51
1.989007375000000,Async Serial,0x40
1.989009625000000,Async Serial,0xC0
1.989158437500000,Async Serial,0x89
1.989160687500000,Async Serial,0xFE
1.989162875000000,Async Serial,0x6B
1.989165125000000,Async Serial,0x40
1.989167312500000,Async Serial,0x6E
1.989169562500000,Async Serial,0xA7
1.989171812500000,Async Serial,0x51
1.989174000000000,Async Serial,0x40
1.989176250000000,Async Serial,0xC0
1.989325062500000,Async Serial,0xDE
1.989327312500000,Async Serial,0x69
1.989329500000000,Async Serial,0x6D
1.989331750000000,Async Serial,0x40
1.989333937500000,Async Serial,0x5E
1.989336187500000,Async Serial,0x2B
1.989338437500000,Async Serial,0x52
1.989340625000000,Async Serial,0x40
1.989342875000000,Async Serial,0xC0
1.989491750000000,Async Serial,0xD7
1.989494000000000,Async Serial,0xD0
1.989496250000000,Async Serial,0x6D
1.989498437500000,Async Serial,0x40
1.989500687500000,Async Serial,0x56
1.989502875000000,Async Serial,0x8E
1.989505125000000,Async Serial,0x52
1.989507312500000,Async Serial,0x40
1.989509562500000,Async Serial,0xC0
1.989658562500000,Async Serial,0x7A
1.989660750000000,Async Serial,0xCC
1.989663000000000,Async Serial,0x6E
1.989665187500000,Async Serial,0x40
1.989667437500000,Async Serial,0x4E
1.989669625000000,Async Serial,0xE6
1.989671875000000,Async Serial,0x52
1.989674125000000,Async Serial,0x40
1.989676312500000,Async Serial,0xC0
1.989825125000000,Async Serial,0xD5
1.989827375000000,Async Serial,0x57
1.989829562500000,Async Serial,0x6F
1.989831812500000,Async Serial,0x40
1.989834000000000,Async Serial,0x46
1.989836250000000,Async Serial,0x33
1.989838437500000,Async Serial,0x53
1.989840687500000,Async Serial,0x40
1.989842937500000,Async Serial,0xC0
1.989991875000000,Async Serial,0x1F
1.989994125000000,Async Serial,0x0A
1.989996312500000,Async Serial,0x70
1.989998562500000,Async Serial,0x40
1.990000750000000,Async Serial,0x36
1.990003000000000,Async Serial,0xCD
1.990005250000000,Async Serial,0x53
1.990007437500000,Async Serial,0x40
1.990009687500000,Async Serial,0xC0
1.990158500000000,Async Serial,0x17
1.990160750000000,Async Serial,0x50
1.990162937500000,Async Serial,0x70
1.990165187500000,Async Serial,0x40
1.990167375000000,Async Serial,0x26
1.990169625000000,Async Serial,0x3B
1.990171875000000,Async Serial,0x54
1.990174062500000,Async Serial,0x40
1.990176312500000,Async Serial,0xC0
1.990325125000000,Async Serial,0x81
1.990327375000000,Async Serial,0xD8
1.990329562500000,Async Serial,0x71
1.990331812500000,Async Serial,0x40
1.990334000000000,Async Serial,0x1E
1.990336250000000,Async Serial,0xD5
1.990338437500000,Async Serial,0x54
1.990340687500000,Async Serial,0x40
1.990342937500000,Async Serial,0xC0
1.990491812500000,Async Serial,0x85
1.990494062500000,Async Serial,0x42
1.990496312500000,Async Serial,0x71
1.990498500000000,Async Serial,0x40
1.990500750000000,Async Serial,0x06
1.990502937500000,Async Serial,0x59
1.990505187500000,Async Serial,0x55
1.990507375000000,Async Serial,0x40
1.990509625000000,Async Serial,0xC0
1.990658625000000,Async Serial,0xC2
1.990660812500000,Async Serial,0x75
1.990663062500000,Async Serial,0x72
1.990665250000000,Async Serial,0x40
1.990667500000000,Async Serial,0xFE
1.990669687500000,Async Serial,0xDC
1.990671937500000,Async Serial,0x55
1.990674125000000,Async Serial,0x40
1.990676375000000,Async Serial,0xC0
1.990825187500000,Async Serial,0x36
1.990827437500000,Async Serial,0x30
1.990829625000000,Async Serial,0x73
1.990831875000000,Async Serial,0x40
1.990834062500000,Async Serial,0xEE
1.990836312500000,Async Serial,0x60
1.990838500000000,Async Serial,0x56
1.990840750000000,Async Serial,0x40
1.990843000000000,Async Serial,0xC0
1.990991937500000,Async Serial,0x85
1.990994187500000,Async Serial,0x15
1.990996375000000,Async Serial,0x74
1.990998625000000,Async Serial,0x40
1.991000812500000,Async Serial,0xE6
1.991003062500000,Async Serial,0xD9
1.991005312500000,Async Serial,0x56
1.991007500000000,Async Serial,0x40
1.991009750000000,Async Serial,0xC0
1.991158562500000,Async Serial,0x63
1.991160812500000,Async Serial,0x2A
1.991163000000000,Async Serial,0x74
1.991165250000000,Async Serial,0x40
1.991167437500000,Async Serial,0xD6
1.991169687500000,Async Serial,0x52
1.991171875000000,Async Serial,0x57
1.991174125000000,Async Serial,0x40
1.991176375000000,Async Serial,0xC0
1.991325187500000,Async Serial,0x13
1.991327437500000,Async Serial,0x09
1.991329625000000,Async Serial,0x75
1.991331875000000,Async Serial,0x40
1.991334062500000,Async Serial,0xC6
1.991336312500000,Async Serial,0xCB
1.991338500000000,Async Serial,0x57
1.991340750000000,Async Serial,0x40
1.991343000000000,Async Serial,0xC0
1.991491875000000,Async Serial,0xF1
1.991494125000000,Async Serial,0x2A
1.991496312500000,Async Serial,0x76
1.991498562500000,Async Serial,0x40
1.991500812500000,Async Serial,0xC6
1.991503000000000,Async Serial,0x2E
1.991505250000000,Async Serial,0x58
1.991507437500000,Async Serial,0x40
1.991509687500000,Async Serial,0xC0
1.991658687500000,Async Serial,0xA1
1.991660875000000,Async Serial,0xFA
1.991663125000000,Async Serial,0x76
1.991665312500000,Async Serial,0x40
1.991667562500000,Async Serial,0xB6
1.991669750000000,Async Serial,0x9C
1.991672000000000,Async Serial,0x58
1.991674187500000,Async Serial,0x40
1.991676437500000,Async Serial,0xC0
1.991825250000000,Async Serial,0xCA
1.991827500000000,Async Serial,0x4D
1.991829687500000,Async Serial,0x77
1.991831937500000,Async Serial,0x40
1.991834125000000,Async Serial,0xA6
1.991836375000000,Async Serial,0x20
1.991838562500000,Async Serial,0x59
1.991840812500000,Async Serial,0x40
1.991843000000000,Async Serial,0xC0
1.991992000000000,Async Serial,0xBA
1.991994250000000,Async Serial,0x01
1.991996437500000,Async Serial,0x78
1.991998687500000,Async Serial,0x40
1.992000875000000,Async Serial,0x9E
1.992003125000000,Async Serial,0x83
1.992005375000000,Async Serial,0x59
1.992007562500000,Async Serial,0x40
1.992009812500000,Async Serial,0xC0
1.992158625000000,Async Serial,0xD3
1.992160875000000,Async Serial,0xA9
1.992163062500000,Async Serial,0x78
1.992165312500000,Async Serial,0x40
1.992167500000000,Async Serial,0x86
1.992169750000000,Async Serial,0x33
1.992171937500000,Async Serial,0x5A
1.992174187500000,Async Serial,0x40
1.992176437500000,Async Serial,0xC0
1.992325437500000,Async Serial,0x38
1.992327625000000,Async Serial,0xDB
1.992329875000000,Async Serial,0xDC
1.992332062500000,Async Serial,0x79
1.992334312500000,Async Serial,0x40
1.992336562500000,Async Serial,0x76
1.992338750000000,Async Serial,0xD8
1.992341000000000,Async Serial,0x5A
1.992343187500000,Async Serial,0x40
1.992345437500000,Async Serial,0xC0
1.992492062500000,Async Serial,0x1E
1.992494312500000,Async Serial,0x31
1.992496500000000,Async Serial,0x7B
1.992498750000000,Async Serial,0x40
1.992500937500000,Async Serial,0x6E
1.992503187500000,Async Serial,0x72
1.992505375000000,Async Serial,0x5B
1.992507625000000,Async Serial,0x40
1.992509875000000,Async Serial,0xC0
1.992658750000000,Async Serial,0xE2
1.992660937500000,Async Serial,0x3B
1.992663187500000,Async Serial,0x7B
1.992665437500000,Async Serial,0x40
1.992667625000000,Async Serial,0x5E
1.992669875000000,Async Serial,0x0C
1.992672062500000,Async Serial,0x5C
1.992674312500000,Async Serial,0x40
1.992676500000000,Async Serial,0xC0
1.992825812500000,Async Serial,0x66
1.992828062500000,Async Serial,0xB1
1.992830250000000,Async Serial,0x7C
1.992832500000000,Async Serial,0x40
1.992834687500000,Async Serial,0x46
1.992836937500000,Async Serial,0xC7
1.992839125000000,Async Serial,0x5C
1.992841375000000,Async Serial,0x40
1.992843562500000,Async Serial,0xC0
1.992992562500000,Async Serial,0xB4
1.992994812500000,Async Serial,0x76
1.992997000000000,Async Serial,0x7E
1.992999250000000,Async Serial,0x40
1.993001437500000,Async Serial,0x36
1.993003687500000,Async Serial,0x56
1.993005875000000,Async Serial,0x5D
1.993008125000000,Async Serial,0x40
1.993010375000000,Async Serial,0xC0
1.993159312500000,Async Serial,0x28
1.993161500000000,Async Serial,0x1E
1.993163750000000,Async Serial,0x7E
1.993166000000000,Async Serial,0x40
1.993168187500000,Async Serial,0x26
1.993170437500000,Async Serial,0xF0
1.993172625000000,Async Serial,0x5D
1.993174875000000,Async Serial,0x40
1.993177062500000,Async Serial,0xC0
1.993325812500000,Async Serial,0x7E
1.993328062500000,Async Serial,0x7E
1.993330250000000,Async Serial,0x7F
1.993332500000000,Async Serial,0x40
1.993334687500000,Async Serial,0x16
1.993336937500000,Async Serial,0xAB
1.993339125000000,Async Serial,0x5E
1.993341375000000,Async Serial,0x40
1.993343562500000,Async Serial,0xC0
1.993492500000000,Async Serial,0x80
1.993494750000000,Async Serial,0x2B
1.993496937500000,Async Serial,0x80
1.993499187500000,Async Serial,0x40
1.993501437500000,Async Serial,0xFE
1.993503625000000,Async Serial,0x70
1.993505875000000,Async Serial,0x5F
1.993508062500000,Async Serial,0x40
1.993510312500000,Async Serial,0xC0
1.993659250000000,Async Serial,0x2F
1.993661500000000,Async Serial,0xAD
1.993663750000000,Async Serial,0x80
1.993665937500000,Async Serial,0x40
1.993668187500000,Async Serial,0xF6
1.993670375000000,Async Serial,0xF4
1.993672625000000,Async Serial,0x5F
1.993674812500000,Async Serial,0x40
1.993677062500000,Async Serial,0xC0
1.993825937500000,Async Serial,0x7C
1.993828187500000,Async Serial,0x4A
1.993830375000000,Async Serial,0x81
1.993832625000000,Async Serial,0x40
1.993834875000000,Async Serial,0xDE
1.993837062500000,Async Serial,0xA4
1.993839312500000,Async Serial,0x60
1.993841500000000,Async Serial,0x40
1.993843750000000,Async Serial,0xC0
1.993992625000000,Async Serial,0x46
1.993994875000000,Async Serial,0x6F
1.993997062500000,Async Serial,0x81
1.993999312500000,Async Serial,0x40
1.994001500000000,Async Serial,0xCE
1.994003750000000,Async Serial,0x54
1.994005937500000,Async Serial,0x61
1.994008187500000,Async Serial,0x40
1.994010437500000,Async Serial,0xC0
1.994159375000000,Async Serial,0x6C
1.994161562500000,Async Serial,0xAF
1.994163812500000,Async Serial,0x81
1.994166000000000,Async Serial,0x40
1.994168250000000,Async Serial,0xC6
1.994170500000000,Async Serial,0xE3
1.994172687500000,Async Serial,0x61
1.994174937500000,Async Serial,0x40
1.994177125000000,Async Serial,0xC0
1.994325875000000,Async Serial,0x1E
1.994328125000000,Async Serial,0x61
1.994330312500000,Async Serial,0x82
1.994332562500000,Async Serial,0x40
1.994334750000000,Async Serial,0xAE
1.994337000000000,Async Serial,0x9E
1.994339187500000,Async Serial,0x62
1.994341437500000,Async Serial,0x40
1.994343625000000,Async Serial,0xC0
1.994492562500000,Async Serial,0x11
1.994494812500000,Async Serial,0x1A
1.994497000000000,Async Serial,0x83
1.994499250000000,Async Serial,0x40
1.994501437500000,Async Serial,0x96
1.994503687500000,Async Serial,0x43
1.994505937500000,Async Serial,0x63
1.994508125000000,Async Serial,0x40
1.994510375000000,Async Serial,0xC0
1.994659500000000,Async Serial,0x9C
1.994661687500000,Async Serial,0xDB
1.994663937500000,Async Serial,0xDD
1.994666125000000,Async Serial,0x82
1.994668375000000,Async Serial,0x40
1.994670562500000,Async Serial,0x96
1.994672812500000,Async Serial,0xA6
1.994675062500000,Async Serial,0x63
